,loss_list,val_acc_list,train_acc_list,layer chunk 0,layer chunk 1,layer chunk 2,layer chunk 3,layer chunk 4,layer chunk 5
0,352.20415580272675,34.88,53.75,0.4076895745086521,0.4737831855236322,0.46994629061489546,0.35694419872459127,0.49683687436090423,0.4915111511273403
1,259.26393961906433,54.4,61.25,0.43252330809939943,0.5012409397615744,0.5173175069019413,0.585635271888812,0.5210969430024666,0.5458306125134614
2,194.26907056570053,66.01,66.25,0.48199628817080653,0.5302598370989419,0.6224807118197109,0.5546946625325513,0.5913582214733586,0.5130407946658505
3,159.969075858593,70.57,77.5,0.3940962670746158,0.5194112727346532,0.46667141974705406,0.437399852278211,0.5870834206663185,0.48308969835606835
4,135.139686524868,73.63,81.25,0.3231751832033595,0.3858610916111608,0.40288292976088413,0.5238021068168526,0.5741000754185528,0.6467713961685925
5,116.40308937430382,75.74,77.5,0.41176024698458186,0.37697719932234336,0.49709225864900447,0.547247724478508,0.5156661049298301,0.554691507664531
6,100.27921918034554,76.76,91.25,0.3186099754131863,0.41862192869932585,0.4000308405288089,0.46712201859180175,0.623856846045079,0.6786099712690485
7,89.60249090194702,77.63,83.75,0.48214437081491157,0.5572481957906652,0.49274886988695193,0.4220525624798216,0.5257041146832213,0.6223486841062089
8,78.2265700250864,78.06,92.5,0.36686991932173346,0.3639891454451076,0.4165595104471095,0.4101658593554417,0.5422122543278427,0.6528745063223794
9,69.7002663910389,80.7,92.5,0.3972663895708097,0.4931034848791816,0.5041325020736722,0.5257911339793488,0.5076729090021932,0.6419051236854699
10,60.10664401948452,81.86,93.75,0.4244688211520189,0.344717570233053,0.48881347760071586,0.4755285149172513,0.5326636652036324,0.5774830912224804
11,53.76296712458134,81.86,96.25,0.40719860307762473,0.4945694563517565,0.4352203049941178,0.4842015725162921,0.5115547488092859,0.6607785482754444
12,47.93886502087116,82.82,95.0,0.48284135269931616,0.43555883219741703,0.5308655315049826,0.5423791012465908,0.5063912047777741,0.67007044074489
13,41.76319558918476,82.37,93.75,0.4639199137517152,0.4385914674598615,0.44286803841957595,0.43725569026381617,0.6993674174803317,0.6398865683240613
14,36.88259971886873,82.02,96.25,0.5013452256912297,0.4648508837457599,0.4035519705390477,0.46298960003517986,0.5493248670877725,0.7630238307987941
15,33.279116585850716,82.07,90.0,0.5300740547447385,0.48494022107960477,0.4445207266959062,0.583894444774736,0.5619046536265868,0.677304598091514
16,29.349543675780296,82.52,96.25,0.38583161979997355,0.4415857083954065,0.45965541549576255,0.5455080463889316,0.4315027526694446,0.6337185950606109
17,25.61462027579546,84.05,96.25,0.37379512776906754,0.5015977182410559,0.6935042096946229,0.45754010480709467,0.5757000616412332,0.7183430828604376
18,22.532708801329136,83.79,98.75,0.5035508572021781,0.4941653846631338,0.46078991992919005,0.5241003749650041,0.5859916525953457,0.5708612867209981
19,20.007865324616432,83.26,96.25,0.4025780461862743,0.5311091036781622,0.44785558945570475,0.42090525725447886,0.5171201898638034,0.6147375142798253
20,17.833323501050472,83.96,97.5,0.489423595029982,0.42456669771069133,0.3705955264269422,0.5308768462153657,0.6561243961904165,0.6038407534170812
21,16.101104013621807,83.79,97.5,0.5132535256280244,0.39695394023168734,0.49669393183058363,0.6022033481597335,0.6039743553517504,0.6803565422147906
22,13.872323894873261,82.9,100.0,0.4462149690511405,0.33811729807949953,0.556901618901466,0.45044276366782965,0.5426861274264548,0.6963842578658301
23,13.01826254464686,83.85,98.75,0.36208740052588884,0.40853788644522,0.4145801587463223,0.5295127655550768,0.6215400851795867,0.7061105025721717
24,10.897472907789052,84.11,98.75,0.465746301329949,0.4962409377387782,0.3662937315234394,0.5639838153816655,0.6337264485003428,0.8174178667925477
25,10.303082266822457,84.18,98.75,0.37589040368169574,0.4806571977401264,0.49686627744902845,0.5393804388524854,0.45751998266889177,0.7333715837786485
26,9.652118527330458,84.46,98.75,0.3997545442471378,0.5210015854008117,0.5047515223389691,0.6091440690104759,0.5978304968216078,0.6433193790974024
27,8.509362262673676,84.42,100.0,0.518771578516041,0.44110438149684955,0.4953514022369925,0.49638368373112685,0.6419183869100654,0.4635728317443823
28,7.797040319535881,84.35,100.0,0.45599305289031744,0.5146793291635348,0.4775748163591655,0.6132595508298843,0.637767409228444,0.6203532048353615
29,6.878115137573332,84.27,100.0,0.3129080280724935,0.5238110172721004,0.5239478510709383,0.4337294767759135,0.5056075749051879,0.6437113270563788
30,6.498494574800134,84.66,100.0,0.43261650270216895,0.43190052166448184,0.41707386206061126,0.5199183176266279,0.612471471717282,0.7064373524243067
31,5.685090023325756,84.56,100.0,0.4451000301390446,0.4394116037865283,0.4319048633192066,0.4998236949492421,0.51284690698411,0.7672643795447116
32,5.5045463987626135,84.22,100.0,0.36954636626631576,0.3892436462707011,0.462251250006233,0.43792165812471495,0.6191109870621464,0.6225235490207053
33,4.932354367803782,84.37,100.0,0.49267639209286174,0.4708488485217559,0.37900313437864286,0.49594340494265815,0.5106927490500126,0.8570841974180742
34,5.055537701351568,84.82,100.0,0.42761316462868426,0.48563732262292586,0.5455921903230895,0.4133358606337983,0.6840214540031165,0.5916898254511656
35,4.329477093182504,85.09,100.0,0.4698480843783534,0.442840740371744,0.440955556001252,0.5262747122700974,0.5967917058122408,0.6828972575817777
36,3.949926218483597,84.62,98.75,0.4385609205698319,0.48906803143363115,0.4861466790602443,0.4312002104215805,0.5642426458547537,0.6511096701727302
37,3.868784381542355,84.91,100.0,0.4951691876570483,0.5412199424685874,0.44854649733022284,0.5752457720835177,0.6559982636085209,0.6370463465750709
38,3.5136476976331323,84.84,100.0,0.3628811967331653,0.44170073363182505,0.4917862484979439,0.50114300091412,0.5534370794737318,0.7271839582792935
39,3.354959458578378,84.96,100.0,0.4853405790445857,0.5311032262063525,0.5538185129424066,0.5135403536798073,0.7203074039529661,0.574065162674404
40,3.3114204517332837,85.05,100.0,0.41367703306827963,0.4824359048098093,0.36804303717827436,0.5163174816907495,0.5450387699503539,0.6137595367928019
41,2.8301935768686235,84.93,100.0,0.43055053570077434,0.554283321570788,0.4840544961707246,0.3981570156108357,0.6638057148202476,0.7429557309998504
42,2.8313583518611267,84.97,100.0,0.40300164390908844,0.4786799175964743,0.5063611721146768,0.5006142011659126,0.3926972824137791,0.6075061959528671
43,2.7317294637323357,84.76,100.0,0.40331347385746186,0.44546589530375535,0.4911142504733026,0.510289352553518,0.6587100734522755,0.6648179608721433
44,2.674970099586062,85.25,100.0,0.39943267572445806,0.5289552177357429,0.4400314452693764,0.472041348893023,0.6079514419052165,0.6504018677745228
45,2.598529839538969,85.13,100.0,0.4421621916081115,0.5620566625829693,0.433707917244868,0.5400935075315171,0.782132311302102,0.7528442415975867
46,2.438896683510393,85.02,100.0,0.390983872702563,0.4336562839268544,0.46474653653792747,0.5555878278346029,0.5932522371347452,0.6199980129828518
47,2.3416552763665095,85.13,100.0,0.41880839002716325,0.48579951220981543,0.489021267304809,0.42252838915012697,0.49544975908097905,0.684961204498156
48,2.1060547212255187,85.47,100.0,0.4254710133756911,0.37175169807139213,0.399914065248701,0.559725399618935,0.5666008956313089,0.6894709997029859
49,2.0983245401876047,85.28,100.0,0.4716477295291462,0.5743848698468801,0.4505716309368718,0.5018187551471827,0.5454600980743942,0.7602752587429874
